ts,phase57_core,phase57_lock_a,phase57_lock_b,phase57_lock_c,phase57_lock_d,phase57_lock_e,phase57_lock_f
2022-09-21,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-09-22,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-09-23,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-09-24,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-09-25,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-09-26,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-09-27,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-09-28,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-09-29,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-09-30,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-01,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-02,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-03,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-04,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-05,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-06,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-07,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-08,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-09,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-10,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-11,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-12,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-13,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-14,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-15,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-16,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-17,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-18,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-19,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-20,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-21,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-22,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-23,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-24,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-25,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-26,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-27,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-28,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-29,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-30,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-10-31,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-01,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-02,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-03,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-04,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-05,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-06,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-07,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-08,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-09,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-10,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-11,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-12,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-13,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-14,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-15,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-16,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-17,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-18,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-19,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-20,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-21,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-22,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-23,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-24,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-25,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-26,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-27,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-28,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-29,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-11-30,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-01,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-02,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-03,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-04,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-05,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-06,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-07,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-08,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-09,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-10,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-11,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-12,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-13,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-14,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-15,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-16,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-17,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-18,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-19,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-20,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-21,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-22,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-23,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-24,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-25,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-26,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-27,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-28,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-29,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-30,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2022-12-31,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-01,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-02,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-03,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-04,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-05,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-06,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-07,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-08,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-09,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-10,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-11,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-12,19.859621009482797,19.501824529388667,20.44082815704674,22.471666732438493,19.859621009482797,22.471666732438493,19.859621009482797
2023-01-13,20.200630485834363,19.836690283749814,20.791817539104862,22.8575276359027,20.200630485834363,22.8575276359027,20.200630485834363
2023-01-14,20.092544234373275,19.73055134439004,20.680568060013567,22.735225290856317,20.092544234373275,22.735225290856317,20.092544234373275
2023-01-15,19.756786942600524,19.400843149783086,20.334984571772523,22.355307367946274,19.756786942600524,22.355307367946274,19.756786942600524
2023-01-16,20.012054472646927,19.65151170869659,20.597722703243452,22.64414907646007,20.012054472646927,22.64414907646007,20.012054472646927
2023-01-17,19.000183182372893,18.657870574264678,19.556238218133466,21.499190952621596,19.000183182372893,21.499190952621596,19.000183182372893
2023-01-18,19.365836671358277,19.016936347843476,19.932592838889114,21.91293718373595,19.365836671358277,21.91293718373595,19.365836671358277
2023-01-19,20.761759110440867,20.38770945829841,21.36936802630221,23.492458959122214,20.761759110440867,23.492458959122214,20.761759110440867
2023-01-20,20.216728438179626,19.85249821088849,20.808386610458875,22.875742878781942,20.216728438179626,22.875742878781942,20.216728438179626
2023-01-21,20.140838091409073,19.777975125806098,20.730275274075627,22.789871019494058,20.140838091409073,22.789871019494058,20.140838091409073
2023-01-22,20.67437022628084,20.301894996688382,21.279421638951806,23.39357621206344,20.67437022628084,23.39357621206344,20.67437022628084
2023-01-23,20.05114949977115,19.689902388890545,20.63796187653179,22.688386094881103,20.05114949977115,22.688386094881103,20.05114949977115
2023-01-24,20.55478543743027,20.18446468080097,21.15633710889335,23.25826297924616,20.55478543743027,23.25826297924616,20.55478543743027
2023-01-25,20.1270398465417,19.764425473972935,20.71607321291504,22.774257954168988,20.1270398465417,22.774257954168988,20.1270398465417
2023-01-26,20.44209977101339,20.073809190830143,21.040353609415195,23.130756279091422,20.44209977101339,23.130756279091422,20.44209977101339
2023-01-27,20.621476954289243,20.249954664661256,21.224980404502876,23.333726128317334,20.621476954289243,23.333726128317334,20.621476954289243
2023-01-28,21.810425720361234,21.417482997618755,22.448724674507115,24.679051923827547,21.810425720361234,24.679051923827547,21.810425720361234
2023-01-29,21.012427225531486,20.633861466600862,21.627372137386285,23.776096312527656,21.012427225531486,23.776096312527656,21.012427225531486
2023-01-30,21.63794765951907,21.248112349704225,22.271198909999733,24.48388860726417,21.63794765951907,24.48388860726417,21.63794765951907
2023-01-31,23.07296512572588,22.657276140353115,23.748213270701168,26.107647401071464,23.07296512572588,26.107647401071464,23.07296512572588
2023-02-01,22.684314561961532,22.27562761371904,23.348188548011194,25.66787939441532,22.684314561961532,25.66787939441532,22.684314561961532
2023-02-02,22.964878874264784,22.551137200993338,23.63696379160987,25.985345056025075,22.964878874264784,25.985345056025075,22.964878874264784
2023-02-03,22.65441836474889,22.246270034747184,23.31741741549658,25.634051086211,22.65441836474889,25.634051086211,22.65441836474889
2023-02-04,22.222073358904524,21.82171427730809,22.872419499131396,25.144841706025463,22.222073358904524,25.144841706025463,22.222073358904524
2023-02-05,22.06109383545184,21.663635005921197,22.706728785591174,24.962689277232982,22.06109383545184,24.962689277232982,22.06109383545184
2023-02-06,23.194849622054335,22.77696473154604,23.87366481095305,26.245562811442912,23.194849622054335,26.245562811442912,23.194849622054335
2023-02-07,22.81769759567947,22.4066075814396,23.485475139230235,25.818805692557664,22.81769759567947,25.818805692557664,22.81769759567947
2023-02-08,21.168807334028372,20.78742418737669,21.78832883053964,23.95304438621178,21.168807334028372,23.95304438621178,21.168807334028372
2023-02-09,21.13705412302733,20.756243051095627,21.755646337293832,23.917114819632463,21.13705412302733,23.917114819632463,21.13705412302733
2023-02-10,21.13705412302733,20.756243051095627,21.755646337293832,23.917114819632463,21.13705412302733,23.917114819632463,21.13705412302733
2023-02-11,20.708524339490662,20.335433779853314,21.314575298663897,23.432222460611015,20.708524339490662,23.432222460611015,20.708524339490662
2023-02-12,20.677461552981427,20.304930629183534,21.282603435715902,23.3970741269201,20.677461552981427,23.3970741269201,20.677461552981427
2023-02-13,20.677461552981427,20.304930629183534,21.282603435715902,23.3970741269201,20.677461552981427,23.3970741269201,20.677461552981427
2023-02-14,22.157009239496347,21.757822371251496,22.805451228016004,25.071219998598018,22.157009239496347,25.071219998598018,22.157009239496347
2023-02-15,21.236853341299017,20.854244258771008,21.85836625676889,24.030040175664606,21.236853341299017,24.030040175664606,21.236853341299017
2023-02-16,21.57517764110459,21.186473213476948,22.206591878515486,24.412862733511318,21.57517764110459,24.412862733511318,21.57517764110459
2023-02-17,21.48682543542288,21.099712785814884,22.115653977295036,24.31288996362778,21.48682543542288,24.31288996362778,21.48682543542288
2023-02-18,20.995500974558734,20.617240163694156,21.60995052660571,23.75694382866568,20.995500974558734,23.75694382866568,20.995500974558734
2023-02-19,20.66579640213674,20.293475640955247,21.270596895222084,23.383874711783214,20.66579640213674,23.383874711783214,20.66579640213674
2023-02-20,20.213260714498706,19.849092962686154,20.804817401166126,22.871819061160224,20.213260714498706,22.871819061160224,20.213260714498706
2023-02-21,20.53219062769122,20.162276945466278,21.13308104459604,23.232696376837378,20.53219062769122,23.232696376837378,20.53219062769122
2023-02-22,20.38350033032444,20.016265494035007,20.980039210834796,23.06444952020411,20.38350033032444,23.06444952020411,20.38350033032444
2023-02-23,19.72840104917224,19.3729686645407,20.305767943249027,22.323188006921303,19.72840104917224,22.323188006921303,19.72840104917224
2023-02-24,20.073190144515504,19.711545943221918,20.660647557767856,22.713325645491203,20.073190144515504,22.713325645491203,20.073190144515504
2023-02-25,20.530035695845324,20.160160837474525,21.1308630470053,23.230258016596316,20.530035695845324,23.230258016596316,20.530035695845324
2023-02-26,20.271443874337876,19.906227878463614,20.86470333611618,22.937654787668894,20.271443874337876,22.937654787668894,20.271443874337876
2023-02-27,20.213260714498702,19.84909296268616,20.80481740116613,22.871819061160224,20.213260714498702,22.871819061160224,20.213260714498702
2023-02-28,21.070923589165066,20.691303943405682,21.68758044228171,23.842286437102846,21.070923589165066,23.842286437102846,21.070923589165066
2023-03-01,20.555894877996067,20.185554133375618,21.157479018094214,23.259518339489063,20.555894877996067,23.259518339489063,20.555894877996067
2023-03-02,19.515062796428598,19.163473973356705,20.08618618176551,22.081790343056184,19.515062796428598,22.081790343056184,19.515062796428598
2023-03-03,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-04,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-05,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-06,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-07,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-08,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-09,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-10,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-11,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-12,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-13,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-14,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-15,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-16,19.485790202233957,19.134728762396673,20.056056902492863,22.0486676575416,19.485790202233957,22.0486676575416,19.485790202233957
2023-03-17,19.109709695668307,18.76542382729923,19.66897010943408,21.623122990597828,19.109709695668307,21.623122990597828,19.109709695668307
2023-03-18,19.866342979396038,19.50842539441411,20.447746850601273,22.47927281251444,19.866342979396038,22.47927281251444,19.866342979396038
2023-03-19,19.68463110947678,19.32998729630638,20.260717042462357,22.273661205918124,19.68463110947678,22.273661205918124,19.68463110947678
2023-03-20,19.960515550142905,19.600901325818338,20.544675454365912,22.585831473636432,19.960515550142905,22.585831473636432,19.960515550142905
2023-03-21,19.353649323120294,19.004968570276027,19.92004881849198,21.899146888955144,19.353649323120294,21.899146888955144,19.353649323120294
2023-03-22,20.095411010834155,19.733366472205358,20.683518734901774,22.73846912140046,20.095411010834155,22.73846912140046,20.095411010834155
2023-03-23,19.49817510100105,19.146890531367735,20.06880425488794,22.06268148577509,19.49817510100105,22.06268148577509,19.49817510100105
2023-03-24,19.504197600246396,19.15280452758423,20.075003007225224,22.069496096984096,19.504197600246396,22.069496096984096,19.504197600246396
2023-03-25,19.862919813551393,19.505063901281623,20.444223503164277,22.475399413218756,19.862919813551393,22.475399413218756,19.862919813551393
2023-03-26,19.26412146287633,18.917053668972734,19.827900856270485,21.79784383600614,19.26412146287633,21.79784383600614,19.26412146287633
2023-03-27,19.360822346985632,19.012012362939547,19.927431766440872,21.907263348060212,19.360822346985632,21.907263348060212,19.360822346985632
2023-03-28,20.133186569190308,19.770461455549178,20.72239982414944,22.78121312732111,20.133186569190308,22.78121312732111,20.133186569190308
2023-03-29,19.905872732697475,19.547242968637036,20.488433472664166,22.52400173467168,19.905872732697475,22.52400173467168,19.905872732697475
2023-03-30,20.216109565875104,19.851890488360322,20.807749626378396,22.87504260901495,20.216109565875104,22.87504260901495,20.216109565875104
2023-03-31,20.207139735041522,19.84308226050485,20.798517286517555,22.86489301708455,20.207139735041522,22.86489301708455,20.207139735041522
2023-04-01,20.007672855554606,19.64720903204187,20.59321285474277,22.639191165178655,20.007672855554606,22.639191165178655,20.007672855554606
2023-04-02,19.743570639237582,19.38786495503366,20.32138148308398,22.340352784247784,19.743570639237582,22.340352784247784,19.743570639237582
2023-04-03,20.00312757310529,19.642745638670934,20.588534551091993,22.634048062379406,20.00312757310529,22.634048062379406,20.00312757310529
2023-04-04,20.006351882842775,19.645911858343446,20.591853222744266,22.637696450927624,20.006351882842775,22.637696450927624,20.006351882842775
2023-04-05,19.566056068627095,19.21354853651779,20.13867181145992,22.139490528668684,19.566056068627095,22.139490528668684,19.566056068627095
2023-04-06,19.475248485225826,19.1243769679071,20.045206673994517,22.036739436389677,19.475248485225826,22.036739436389677,19.475248485225826
2023-04-07,19.3195484860683,18.971482103430773,19.88494999410563,21.860560923736376,19.3195484860683,21.860560923736376,19.3195484860683
2023-04-08,19.425090096235483,19.075122246465064,19.993580361010178,21.97998394238056,19.425090096235483,21.97998394238056,19.425090096235483
2023-04-09,20.267698389732555,19.90254987355529,20.860848237011034,22.933416676490328,20.267698389732555,22.933416676490328,20.267698389732555
2023-04-10,20.652764512714256,20.280678537693213,21.25718361749039,23.369128797152914,20.652764512714256,23.369128797152914,20.652764512714256
2023-04-11,20.439161821243534,20.07092417198411,21.037329678276198,23.127431914136363,20.439161821243534,23.127431914136363,20.439161821243534
2023-04-12,20.77135897006932,20.397136364173996,21.37924883323723,23.503321444672462,20.77135897006932,23.503321444672462,20.77135897006932
2023-04-13,21.61732276562828,21.22785903966357,22.24997041265946,24.46055101478523,21.61732276562828,24.46055101478523,21.61732276562828
2023-04-14,21.520661990686854,21.132939732246662,22.150480785482728,24.351176887275656,21.520661990686854,24.351176887275656,21.520661990686854
2023-04-15,21.809614914287057,21.416686799253345,22.447890139566965,24.678134476114188,21.809614914287057,24.678134476114188,21.809614914287057
2023-04-16,21.349781387489017,20.965137761733274,21.974599229451442,24.15782113470282,21.349781387489017,24.15782113470282,21.349781387489017
2023-04-17,21.65345474859361,21.263340058729963,22.28715982601307,24.501435273311177,21.65345474859361,24.501435273311177,21.65345474859361
2023-04-18,19.905840290467278,19.547211110895123,20.48840008098705,22.523965025462335,19.905840290467278,22.523965025462335,19.905840290467278
2023-04-19,20.00105990369499,19.640715220970357,20.586406369739425,22.631708441805632,20.00105990369499,22.631708441805632,20.00105990369499
2023-04-20,19.03136395060846,18.688489581069067,19.588331515634156,21.534472785639284,19.03136395060846,21.534472785639284,19.03136395060846
2023-04-21,19.002816904682547,18.660456846697464,19.558949018360707,21.502171076460826,19.002816904682547,21.502171076460826,19.002816904682547
2023-04-22,18.851017841338937,18.511392637685667,19.402707438185246,21.330406571985886,18.851017841338937,21.330406571985886,18.851017841338937
2023-04-23,18.646916595537974,18.310968536946813,19.19263301178685,21.099460816620024,18.646916595537974,21.099460816620024,18.646916595537974
2023-04-24,19.126343190372268,18.781757648315875,19.686090396207554,21.641944213289065,19.126343190372268,21.641944213289065,19.126343190372268
2023-04-25,19.203724998275778,18.8577453239508,19.765736842485758,21.729503698816558,19.203724998275778,21.729503698816558,19.203724998275778
2023-04-26,19.91839499147932,19.559539622906453,20.501322205020923,22.53817098925859,19.91839499147932,22.53817098925859,19.91839499147932
2023-04-27,19.809540076204048,19.45264586819451,20.389281566575242,22.414998881538825,19.809540076204048,22.414998881538825,19.809540076204048
2023-04-28,19.754629404656797,19.398724482645708,20.33276389181451,22.352866058839187,19.754629404656797,22.352866058839187,19.754629404656797
2023-04-29,19.75649467793028,19.400556150634813,20.334683753750998,22.354976663031817,19.75649467793028,22.354976663031817,19.75649467793028
