ts,phase49_no_bnb_baseline,phase49_bnb_hybrid_base,phase49_bnb_hybrid_strict
2021-01-30,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-31,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-01,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-02,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-03,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-04,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-05,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-06,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-07,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-08,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-09,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-10,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-11,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-12,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-13,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-14,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-15,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-16,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-17,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-18,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-19,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-20,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-21,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-22,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-23,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-24,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-25,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-26,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-27,18.55622424647879,17.54657457828827,18.150096261243153
2021-02-28,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-01,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-02,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-03,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-04,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-05,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-06,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-07,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-08,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-09,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-10,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-11,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-12,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-13,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-14,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-15,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-16,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-17,18.55622424647879,17.54657457828827,18.150096261243153
2021-03-18,20.384360546883926,19.27524144005147,19.938221334010716
2021-03-19,20.353784006063602,19.246328577891394,19.9083140020097
2021-03-20,20.353784006063602,19.246328577891394,19.9083140020097
2021-03-21,20.353784006063602,19.246328577891394,19.9083140020097
2021-03-22,20.353784006063602,19.246328577891394,19.9083140020097
2021-03-23,19.560189954969687,18.495914214632787,19.13208882665175
2021-03-24,19.530849670037234,18.468170343310838,19.10339069341177
2021-03-25,20.92249410427194,19.784094990879844,20.46457711298073
2021-03-26,21.22346680094337,20.06869167380557,20.758962616412497
2021-03-27,21.208443831774666,20.05448610884771,20.744268445178097
2021-03-28,21.914854184606515,20.722460464740234,21.43521805505198
2021-03-29,22.33733003991777,21.12194928338564,21.848447456685523
2021-03-30,22.335041042843724,21.1197848313217,21.84620855739848
2021-03-31,22.327394575873775,21.11255441088883,21.838729443667177
2021-04-01,22.414684452665966,21.1950948195797,21.92410886382109
2021-04-02,21.6929773635735,20.512656027386118,21.218197307382795
2021-04-03,22.130270862734527,20.926156257481992,21.645920048753233
2021-04-04,22.483118621002674,21.25980546450797,21.991045258120433
2021-04-05,22.467199346539058,21.24475236249229,21.975474398440902
2021-04-06,20.885078614791638,19.74871528928598,20.427980511931466
2021-04-07,22.129480284867817,20.925408695191628,21.645146773748994
2021-04-08,21.984925889651684,20.78871954751868,21.50375614636118
2021-04-09,22.693550894015093,21.45878805509569,22.196871937132048
2021-04-10,22.883630882426598,21.638525734927594,22.3827917687303
2021-04-11,22.73822554154326,21.501031941793734,22.24056881976846
2021-04-12,24.456072107209582,23.125409966015997,23.92081799733518
2021-04-13,25.875130375479205,24.46725685277446,25.308818262221724
2021-04-14,26.74139306469199,25.286385931985986,26.156121624581065
2021-04-15,25.769506744537615,24.367380234938384,25.205506346845638
2021-04-16,24.651895978874702,23.310579002709076,24.112355999558112
2021-04-17,23.780102142825093,22.486219728001604,23.259642546967594
2021-04-18,23.489862117686645,22.21177174876561,22.975754816082468
2021-04-19,23.82420747760182,22.527925278423965,23.302782577029685
2021-04-20,22.710636364173325,21.47494389975215,22.213583468741145
2021-04-21,21.825363859218722,20.63783933451488,21.347686346086633
2021-04-22,21.58645888668923,20.411933252440658,21.114010130973917
2021-04-23,21.554079198359197,20.381315352561998,21.082339115777458
2021-04-24,21.554079198359197,20.381315352561998,21.082339115777458
2021-04-25,21.554079198359197,20.381315352561998,21.082339115777458
2021-04-26,21.554079198359197,20.381315352561998,21.082339115777458
2021-04-27,21.554079198359197,20.381315352561998,21.082339115777458
2021-04-28,21.554079198359197,20.381315352561998,21.082339115777458
2021-04-29,21.554079198359197,20.381315352561998,21.082339115777458
2021-04-30,21.554079198359197,20.381315352561998,21.082339115777458
2021-05-01,21.554079198359197,20.381315352561998,21.082339115777458
2021-05-02,21.554079198359197,20.381315352561998,21.082339115777458
2021-05-03,21.554079198359197,20.381315352561998,21.082339115777458
2021-05-04,21.554079198359197,20.381315352561998,21.082339115777458
2021-05-05,21.554079198359197,20.381315352561998,21.082339115777458
2021-05-06,21.554079198359197,20.381315352561998,21.082339115777458
2021-05-07,21.554079198359197,20.381315352561998,21.082339115777458
2021-05-08,21.554079198359197,20.381315352561998,21.082339115777458
2021-05-09,21.554079198359197,20.381315352561998,21.082339115777458
2021-05-10,21.554079198359197,20.381315352561998,21.082339115777458
2021-05-11,18.844623609630453,17.819282046502426,18.43218361551066
2021-05-12,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-13,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-14,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-15,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-16,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-17,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-18,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-19,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-20,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-21,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-22,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-23,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-24,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-25,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-26,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-27,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-28,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-29,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-30,18.81635667421601,17.792553123432672,18.404535340087396
2021-05-31,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-01,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-02,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-03,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-04,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-05,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-06,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-07,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-08,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-09,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-10,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-11,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-12,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-13,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-14,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-15,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-16,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-17,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-18,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-19,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-20,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-21,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-22,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-23,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-24,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-25,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-26,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-27,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-28,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-29,18.81635667421601,17.792553123432672,18.404535340087396
2021-06-30,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-01,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-02,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-03,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-04,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-05,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-06,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-07,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-08,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-09,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-10,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-11,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-12,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-13,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-14,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-15,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-16,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-17,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-18,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-19,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-20,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-21,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-22,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-23,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-24,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-25,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-26,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-27,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-28,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-29,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-30,18.81635667421601,17.792553123432672,18.404535340087396
2021-07-31,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-01,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-02,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-03,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-04,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-05,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-06,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-07,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-08,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-09,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-10,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-11,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-12,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-13,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-14,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-15,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-16,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-17,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-18,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-19,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-20,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-21,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-22,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-23,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-24,18.81635667421601,17.792553123432672,18.404535340087396
2021-08-25,18.00868258076494,17.028824817100105,17.614538283082066
2021-08-26,19.058102286953638,18.021145285638283,18.64099002416752
2021-08-27,18.88943827092986,17.86165832878086,18.476017447528157
2021-08-28,18.7671175606551,17.745993124653328,18.356373890911204
2021-08-29,18.80303944463393,17.779960488264315,18.39150957602908
2021-08-30,19.964882421427365,18.878587243889715,19.52792405287243
2021-08-31,22.279835340011278,21.067582887163784,21.79221110580114
2021-09-01,22.04113238326378,20.84186782913291,21.558732485082672
2021-09-02,22.927768316997355,21.680261638584664,22.425963196039145
2021-09-03,22.621588109793674,21.390740787320183,22.12648415546392
2021-09-04,22.998680561221367,21.747315526555788,22.495323430194045
2021-09-05,22.861746572374997,21.617832156680514,22.36138642630872
2021-09-06,19.996146686737955,18.908150411246442,19.558504057586042
2021-09-07,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-08,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-09,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-10,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-11,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-12,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-13,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-14,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-15,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-16,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-17,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-18,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-19,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-20,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-21,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-22,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-23,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-24,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-25,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-26,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-27,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-28,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-29,19.96615246670785,18.879788185629575,19.529166301499664
2021-09-30,19.96615246670785,18.879788185629575,19.529166301499664
2021-10-01,19.96615246670785,18.879788185629575,19.529166301499664
2021-10-02,19.96615246670785,18.879788185629575,19.529166301499664
2021-10-03,19.96615246670785,18.879788185629575,19.529166301499664
2021-10-04,19.96615246670785,18.879788185629575,19.529166301499664
2021-10-05,19.96615246670785,18.879788185629575,19.529166301499664
2021-10-06,19.96615246670785,18.879788185629575,19.529166301499664
2021-10-07,19.96615246670785,18.879788185629575,19.529166301499664
2021-10-08,19.96615246670785,18.879788185629575,19.529166301499664
2021-10-09,19.83056921757745,18.751582061321468,19.396550474570553
2021-10-10,20.8509044110324,19.716400514095163,20.394554256695333
2021-10-11,20.315977173692154,19.210578826489215,19.87133462313606
2021-10-12,20.81304568881183,19.680601696185967,20.357524123651896
2021-10-13,20.806130621772787,19.674062879996708,20.350760402177933
2021-10-14,22.375074436515636,21.157639996163184,21.88536576627663
2021-10-15,22.0859731159458,20.884268764242293,21.602591817875425
2021-10-16,22.322797835799182,21.108207780805863,21.83423330944645
2021-10-17,22.497492165808065,21.273396940474843,22.005104218519254
2021-10-18,23.321332065016136,22.05241146627564,22.81091327082777
2021-10-19,23.945654502693223,22.642764334838244,23.42157157024142
2021-10-20,22.563997986318398,21.336284159554246,22.070154469484216
2021-10-21,22.04652807597804,20.8469699406053,21.564010085787373
2021-10-22,22.197819624996644,20.99002967154294,21.711990415283626
2021-10-23,21.67955855731666,20.499967342360012,21.205072189792183
2021-10-24,22.407766831408896,21.188553588148167,21.917342644031592
2021-10-25,21.868800512418503,20.678912586523335,21.390172329569598
2021-10-26,20.759777420829465,19.630231770472975,20.305421703530893
2021-10-27,22.686593886084527,21.452209580031255,22.190067192699512
2021-10-28,23.38989618743731,22.11724499444807,22.87797677499124
2021-10-29,22.88064116814664,21.635698691888862,22.379867488378107
2021-10-30,22.6928927476681,21.45816571868675,22.196228195205173
2021-10-31,22.86343839491418,21.619431926653256,22.363041221030713
2021-11-01,24.295026717514265,21.676141269133094,23.76329730311561
2021-11-02,24.36627266450161,21.67467882653277,23.83298393649897
2021-11-03,23.990299439055022,21.340237074971704,23.465239391980404
2021-11-04,23.682872648488534,23.132553435240656,23.16454105119992
2021-11-05,23.91450137361232,24.29051428561332,23.391100269391277
2021-11-06,24.41518147209174,24.743795013226304,23.880822308895866
2021-11-07,25.44941219882704,24.892349201267532,24.89241750182113
2021-11-08,25.048984569585393,24.187669078507856,24.500753771104122
2021-11-09,25.011411092731016,23.391570993876652,24.464002640447468
2021-11-10,25.46139381596035,23.93626968336116,24.904136885109796
2021-11-11,25.172518413352485,23.879133457191458,24.62158391015138
2021-11-12,25.058241591775445,24.739985931481662,24.50980819088318
2021-11-13,24.962309491320312,24.78950399416207,24.415975693782684
2021-11-14,26.338223456358975,24.1419600975721,25.76177592668186
2021-11-15,23.261884916949036,22.424064230736345,22.752767203743094
2021-11-16,23.623325151303202,22.016492484059125,23.10629683127275
2021-11-17,22.020632561510276,20.456763808973474,21.538681329566224
2021-11-18,23.661670769814577,21.981258209168836,23.143803204225236
2021-11-19,24.308532705076132,22.582181084099798,23.776507693930846
2021-11-20,23.460852121145095,21.7947013674072,22.94737974242667
2021-11-21,22.511357308752817,20.912638099665074,22.018665904117615
2021-11-22,23.90783201048816,22.209937487355656,23.384576874270767
2021-11-23,23.521731299959843,21.85125700805098,23.006926498335417
2021-11-24,24.92933504614821,23.158895073940705,24.3837229387995
2021-11-25,24.89194104357899,23.124156731329794,24.347147354391304
2021-11-26,25.187772757631553,23.3989789683692,24.636504392539916
2021-11-27,26.414720980448475,24.538791366123686,25.83659919932229
2021-11-28,27.335747078833528,25.394407720646388,26.73746739981184
2021-11-29,28.478065457818882,26.455600545524536,27.85478460099331
2021-11-30,28.435348359632155,26.41591714470625,27.81300242409182
2021-12-01,28.435348359632155,26.41591714470625,27.81300242409182
2021-12-02,27.33694189030431,25.395517678590863,26.73863606122273
2021-12-03,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-04,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-05,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-06,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-07,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-08,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-09,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-10,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-11,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-12,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-13,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-14,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-15,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-16,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-17,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-18,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-19,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-20,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-21,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-22,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-23,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-24,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-25,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-26,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-27,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-28,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-29,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-30,27.295936477468853,25.35742440207298,26.698528107130898
2021-12-31,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-01,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-02,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-03,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-04,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-05,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-06,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-07,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-08,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-09,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-10,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-11,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-12,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-13,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-14,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-15,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-16,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-17,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-18,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-19,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-20,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-21,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-22,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-23,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-24,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-25,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-26,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-27,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-28,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-29,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-30,27.295936477468853,25.35742440207298,26.698528107130898
2022-01-31,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-01,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-02,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-03,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-04,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-05,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-06,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-07,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-08,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-09,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-10,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-11,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-12,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-13,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-14,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-15,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-16,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-17,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-18,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-19,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-20,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-21,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-22,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-23,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-24,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-25,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-26,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-27,27.295936477468853,25.35742440207298,26.698528107130898
2022-02-28,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-01,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-02,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-03,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-04,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-05,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-06,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-07,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-08,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-09,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-10,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-11,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-12,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-13,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-14,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-15,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-16,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-17,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-18,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-19,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-20,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-21,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-22,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-23,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-24,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-25,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-26,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-27,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-28,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-29,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-30,27.295936477468853,25.35742440207298,26.698528107130898
2022-03-31,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-01,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-02,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-03,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-04,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-05,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-06,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-07,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-08,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-09,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-10,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-11,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-12,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-13,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-14,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-15,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-16,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-17,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-18,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-19,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-20,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-21,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-22,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-23,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-24,27.295936477468853,25.35742440207298,26.698528107130898
