ts,daily_accel_w_0p20_aggressive,daily_accel_w_0p20_balanced_v2,daily_accel_w_0p25_aggressive,daily_accel_w_0p25_balanced_v2
2024-06-11,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-12,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-13,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-14,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-15,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-16,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-17,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-18,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-19,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-20,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-21,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-22,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-23,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-24,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-25,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-26,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-27,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-28,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-29,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-06-30,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-01,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-02,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-03,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-04,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-05,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-06,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-07,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-08,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-09,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-10,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-11,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-12,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-13,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-14,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-15,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-16,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-17,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-18,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-19,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-20,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-21,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-22,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-23,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-24,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-25,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-26,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-27,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-28,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-29,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-30,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-07-31,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-01,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-02,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-03,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-04,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-05,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-06,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-07,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-08,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-09,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-10,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-11,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-12,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-13,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-14,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-15,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-16,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-17,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-18,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-19,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-20,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-21,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-22,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-23,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-24,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-25,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-26,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-27,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-28,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-29,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-30,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-08-31,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-01,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-02,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-03,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-04,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-05,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-06,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-07,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-08,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-09,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-10,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-11,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-12,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-13,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-14,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-15,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-16,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-17,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-18,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-19,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-20,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-21,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-22,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-23,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-24,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-25,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-26,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-27,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-28,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-29,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-09-30,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-01,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-02,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-03,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-04,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-05,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-06,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-07,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-08,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-09,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-10,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-11,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-12,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-13,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-14,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-15,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-16,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-17,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-18,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-19,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-20,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-21,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-22,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-23,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-24,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-25,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-26,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-27,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-28,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-29,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-30,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-10-31,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-11-01,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-11-02,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-11-03,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-11-04,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-11-05,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-11-06,11.941464650915567,7.691148032545906,11.471621699743661,7.536649903703239
2024-11-07,11.983222483425342,7.718043030834605,11.511736549266468,7.563004641046076
2024-11-08,11.949671259304246,7.696433668923653,11.479505414985045,7.541829363353319
2024-11-09,12.558244241543065,8.088397722901556,12.06413378621196,7.925919727648366
2024-11-10,13.279205947417342,8.552748065826261,12.756728890042666,8.380942300673736
2024-11-11,12.652100782025869,8.148847974841173,12.154297493758744,7.985155667917838
2024-11-12,12.96272598559418,8.3489125810786,12.452700991981914,8.181201419339246
2024-11-13,12.525313301661773,8.067187867922966,12.032498530773994,7.9051359316785685
2024-11-14,13.05694238365645,8.232340846439277,12.543210398330151,8.066971352653978
2024-11-15,12.993093479615437,8.1859101566951,12.481873661630472,8.021473352627382
2024-11-16,12.88825448280381,8.119859480605957,12.381159608039782,7.956749488325164
2024-11-17,12.975503520678114,8.174828128866485,12.46497578850169,8.01061393819225
2024-11-18,13.20145553545643,8.239874164141463,12.68203760726552,8.074353342689081
2024-11-19,13.48401231785737,8.410056048697879,12.953477050512697,8.241116650120777
2024-11-20,14.060426609436819,8.76956895814796,13.507212030988327,8.593407741505494
2024-11-21,14.142640755347859,8.820846393885095,13.586191419851373,8.643655127133112
2024-11-22,13.968224577444467,8.712062020407137,13.418637734460736,8.537055990771712
2024-11-23,14.000779594448343,8.732366771783425,13.449911857896554,8.556952864665865
2024-11-24,13.301451665264247,8.507730070565517,12.778099338897892,8.33682861722738
2024-11-25,13.152026654209509,8.459943269100652,12.63455353028818,8.290001746760911
2024-11-26,13.709476261177798,8.63923092469648,13.170070001236382,8.465687910460222
2024-11-27,13.678138267520884,8.613003397435307,13.139965016749953,8.43998723613035
2024-11-28,13.937849047609536,8.776540992062909,13.389457345171651,8.60023972270146
2024-11-29,13.787400078016105,8.681804598782998,13.24492786618854,8.507406373730815
2024-11-30,13.900801275436706,8.75321233568065,13.353867236285602,8.57737968735526
2024-12-01,14.826626843009228,9.336196554948957,14.243265729822,9.148653044910775
2024-12-02,29.076289926516736,18.30908410368723,27.932268630338708,17.94129515685217
2024-12-03,30.785278186498044,19.38521898414446,29.574015885044652,18.995812871093197
2024-12-04,30.36334227722455,19.11952965208807,29.16868125698864,18.735460649242263
2024-12-05,32.077316530731515,20.198804168827383,30.81521832878954,19.793054931426454
2024-12-06,32.05605930336317,20.185418679664846,30.794797477756298,19.77993832709366
2024-12-07,32.11967055356353,20.22547412459274,30.85590591122558,19.819189146851794
2024-12-08,29.776161506144334,18.749787083522907,28.6046034095799,18.373145389936408
2024-12-09,29.104352905352417,18.524208758802256,27.9592274571143,18.152098434125747
2024-12-10,30.737228831050352,19.04385155284095,29.527857055728006,18.66130275538953
2024-12-11,31.1367042736705,19.27707149112533,29.911614935522476,18.88983782167284
2024-12-12,31.33876825759824,19.402171496242136,30.105728610061085,19.012424844770972
2024-12-13,31.04589981562913,19.220853465800904,29.82438322469369,18.834749091959825
2024-12-14,31.758217472349397,19.661857056685083,30.508674383845282,19.26689389748242
2024-12-15,31.976003782934477,19.796690924843926,30.717891782166966,19.399019251873614
2024-12-16,31.228150459330536,19.333686816982084,29.99946312487302,18.945315871030473
2024-12-17,29.389738076729106,18.19550576165615,28.233384004946046,17.829998352147722
2024-12-18,28.585468165104785,17.93289301748419,27.460758498749612,17.572660916344955
2024-12-19,28.961494969530072,18.050841907047886,27.821990338848863,17.688240473962427
2024-12-20,28.722571093028282,17.97638481967912,27.59246704280539,17.615279064563826
2024-12-21,28.1009197895447,17.781850649689922,26.995274923481112,17.42465265517579
2024-12-22,28.010936640169763,17.753380639897408,26.908832206514926,17.396754544821757
2024-12-23,29.127492313012443,18.10721810917335,27.981456433106082,17.743484203054898
2024-12-24,29.353636972081308,18.234221396446323,28.19870331647366,17.86793627558626
2024-12-25,28.279625497586473,17.567054904372817,27.166949365282758,17.214171680630805
2024-12-26,27.838988524940305,17.29333508824468,26.743649476627173,16.9459502893464
2024-12-27,28.13449519498569,17.372148160536366,27.027529287656193,17.02318018157889
2024-12-28,26.98179672339197,17.016270998103415,25.920184318964935,16.67445180310655
2024-12-29,27.395431384047672,17.146701887344825,26.317544315218015,16.802262624674604
2024-12-30,27.276584242112794,17.109508888184628,26.203373274041073,16.765816750488725
2024-12-31,27.491751943524307,17.176991929079218,26.410075093688217,16.831944206559996
2025-01-01,27.429998036440498,17.125525017570197,26.35075092523353,16.78151115130908
2025-01-02,27.765178047845072,17.33478984008578,26.67274310999072,16.986572307041182
2025-01-03,27.708084812994002,17.299144499518235,26.61789623726846,16.95164300241474
2025-01-04,27.548068399669916,17.199240551805115,26.464175750455063,16.853745903733827
2025-01-05,28.329896166712107,17.687363480801487,27.215242109570035,17.33206352423061
2025-01-06,26.781522897957682,16.72065888551265,25.727790368230718,16.384777883106185
2025-01-07,26.62520890857076,16.659322195076722,25.5776266316168,16.32467331092642
2025-01-08,26.221640162991662,16.533066251253857,25.18993650193337,16.200953569370544
2025-01-09,26.517335556671895,16.62628604039591,25.473997611170617,16.292300779421335
2025-01-10,26.65083839288716,16.66813896972539,25.60224771094267,16.33331297610068
2025-01-11,25.828171160813103,16.410880050739387,24.81194873615106,16.081221818994077
2025-01-12,26.019979826305047,16.52044459250751,24.996210592931547,16.188585451792687
2025-01-13,27.50598136917543,16.979795711540206,26.423744655408335,16.63870922426125
2025-01-14,32.41050832121676,19.994688368377638,31.13530052018253,19.59303936531147
2025-01-15,32.1487850980219,19.833226097107953,31.840468342252425,20.036792297389656
2025-01-16,33.32677907270057,20.55995405182219,33.102686396740694,20.83108969025293
2025-01-17,39.773205383241624,24.53688288896114,39.50576627649839,24.860464517131618
2025-01-18,38.4272246253204,23.706520540498683,38.16883603105469,24.01915171494189
2025-01-19,38.779310085272634,23.923729076107282,38.51855403231206,24.239224701260177
2025-01-20,40.252138733561274,24.360094949048406,39.98147922991603,24.681345175561358
2025-01-21,39.32791250507349,23.78249463132747,39.06346759325191,24.096127718691747
2025-01-22,39.40515257064916,23.82920347824732,39.14018828871538,24.143452541357362
2025-01-23,39.76926697247129,24.049391844599256,39.50185434800547,24.366544655117263
2025-01-24,39.72237609409133,24.017176803559387,39.45527876869451,24.333904776273894
2025-01-25,38.91582644037173,23.511503122711705,38.65415243745688,23.821562493154598
2025-01-26,39.52040112576794,23.676500328423995,39.25466190074529,23.988735609503525
2025-01-27,38.44770950725142,23.35517788818256,38.18918317054146,23.66317571013366
2025-01-28,38.836087827668244,23.473138683214287,38.57494999535239,23.782692120289337
2025-01-29,39.090107623687125,23.64427707352653,38.82726173624502,23.956087408481817
2025-01-30,38.23405382093854,23.126479233293203,37.97696412694691,23.431461077891175
2025-01-31,37.564438023605035,22.72145140381315,37.31185089481966,23.021091919395914
2025-02-01,36.46886324999785,22.373072349254823,36.22364287820379,22.66811859497028
2025-02-02,36.414159955122855,22.356292544992883,36.169307413886486,22.651117506024054
2025-02-03,35.07825402098566,21.946206140240307,34.84238424807978,22.2356230619887
2025-02-04,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-05,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-06,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-07,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-08,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-09,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-10,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-11,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-12,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-13,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-14,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-15,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-16,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-17,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-18,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-19,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-20,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-21,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-22,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-23,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-24,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-25,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-26,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-27,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-02-28,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-01,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-02,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-03,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-04,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-05,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-06,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-07,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-08,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-09,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-10,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-11,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-12,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-13,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-14,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-15,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-16,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-17,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-18,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-19,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-20,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-21,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-22,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-23,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-24,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-25,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-26,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-27,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-28,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-29,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-30,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-03-31,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-01,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-02,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-03,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-04,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-05,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-06,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-07,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-08,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-09,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-10,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-11,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-12,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-13,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-14,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-15,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-16,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-17,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-18,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-19,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-20,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-21,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-22,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-23,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-24,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-25,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-26,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-27,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-28,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-29,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-04-30,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-01,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-02,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-03,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-04,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-05,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-06,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-07,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-08,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-09,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-10,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-11,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-12,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-13,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-14,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-15,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-16,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-17,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-18,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-19,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-20,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-21,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-22,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-23,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-24,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-25,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-26,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-27,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-28,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-29,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-30,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-05-31,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-06-01,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
2025-06-02,35.025636639954186,21.929746485635125,34.79012067170766,22.21894634469221
