ts,phase60_restore_trx_sol_base
2023-08-30,21.048211213763317
2023-08-31,21.048211213763317
2023-09-01,21.048211213763317
2023-09-02,21.048211213763317
2023-09-03,21.048211213763317
2023-09-04,21.048211213763317
2023-09-05,21.048211213763317
2023-09-06,21.048211213763317
2023-09-07,21.048211213763317
2023-09-08,21.048211213763317
2023-09-09,21.048211213763317
2023-09-10,21.048211213763317
2023-09-11,21.048211213763317
2023-09-12,21.048211213763317
2023-09-13,21.048211213763317
2023-09-14,21.048211213763317
2023-09-15,21.048211213763317
2023-09-16,21.048211213763317
2023-09-17,21.048211213763317
2023-09-18,21.048211213763317
2023-09-19,21.048211213763317
2023-09-20,21.048211213763317
2023-09-21,21.048211213763317
2023-09-22,21.048211213763317
2023-09-23,21.048211213763317
2023-09-24,21.048211213763317
2023-09-25,21.048211213763317
2023-09-26,21.048211213763317
2023-09-27,21.048211213763317
2023-09-28,21.048211213763317
2023-09-29,21.048211213763317
2023-09-30,21.048211213763317
2023-10-01,21.048211213763317
2023-10-02,21.048211213763317
2023-10-03,21.048211213763317
2023-10-04,21.048211213763317
2023-10-05,21.048211213763317
2023-10-06,21.048211213763317
2023-10-07,21.048211213763317
2023-10-08,21.048211213763317
2023-10-09,21.048211213763317
2023-10-10,21.048211213763317
2023-10-11,21.048211213763317
2023-10-12,21.048211213763317
2023-10-13,21.048211213763317
2023-10-14,21.048211213763317
2023-10-15,21.048211213763317
2023-10-16,21.048211213763317
2023-10-17,21.048211213763317
2023-10-18,21.048211213763317
2023-10-19,21.048211213763317
2023-10-20,21.048211213763317
2023-10-21,21.048211213763317
2023-10-22,21.048211213763317
2023-10-23,21.048211213763317
2023-10-24,19.88764136947921
2023-10-25,19.85780990742499
2023-10-26,19.85780990742499
2023-10-27,19.85780990742499
2023-10-28,19.997875089558825
2023-10-29,20.116594585479028
2023-10-30,20.26287396438071
2023-10-31,20.595712551157
2023-11-01,21.229589859730954
2023-11-02,21.034550687862044
2023-11-03,20.610552488147025
2023-11-04,20.701712101085754
2023-11-05,20.792871714024482
2023-11-06,20.701712101085754
2023-11-07,20.474873064238217
2023-11-08,20.543935625610786
2023-11-09,21.16465281270274
2023-11-10,21.51097006377459
2023-11-11,21.41199509158046
2023-11-12,21.4488713053493
2023-11-13,21.126673717774704
2023-11-14,20.205544418328316
2023-11-15,20.56925212454749
2023-11-16,20.227287813808807
2023-11-17,20.500068593473188
2023-11-18,20.339958135844096
2023-11-19,20.4565818025122
2023-11-20,20.443900656416314
2023-11-21,19.511950506702814
2023-11-22,20.421823799906022
2023-11-23,20.359556582953406
2023-11-24,20.58845384225608
2023-11-25,20.625084828206635
2023-11-26,20.341719447526497
2023-11-27,19.237627234054333
2023-11-28,19.430135619993067
2023-11-29,19.39022270434652
2023-11-30,19.339550913814204
2023-12-01,19.77294726426823
2023-12-02,20.165431055342935
2023-12-03,19.96799647281718
2023-12-04,20.916596631004644
2023-12-05,21.416145422724405
2023-12-06,21.547797403065477
2023-12-07,21.242110230899637
2023-12-08,25.37084429484553
2023-12-09,26.93849639007159
2023-12-10,27.787915389284922
2023-12-11,25.679132884286176
2023-12-12,25.750860338179184
2023-12-13,26.605225786299936
2023-12-14,26.700322846980683
2023-12-15,26.028840658283038
2023-12-16,26.238441456453813
2023-12-17,25.677788955783104
2023-12-18,26.47413297074427
2023-12-19,26.237175398868555
2023-12-20,27.101656895342085
2023-12-21,27.221355192630448
2023-12-22,27.28791010216124
2023-12-23,27.122279980419563
2023-12-24,26.681232684567707
2023-12-25,27.044063687542224
2023-12-26,26.245060544637603
2023-12-27,27.901227768564596
2023-12-28,27.261739782190606
2023-12-29,26.94353704490447
2023-12-30,27.154730743469077
2023-12-31,26.700867378787947
2024-01-01,26.84644619387435
2024-01-02,26.735121217631807
2024-01-03,25.40480389832562
2024-01-04,25.964111813409534
2024-01-05,25.88269691500344
2024-01-06,25.779043260326773
2024-01-07,25.756001297383204
2024-01-08,27.527840301319962
2024-01-09,27.03473056813786
2024-01-10,27.353677067417003
2024-01-11,27.169089250787927
2024-01-12,25.083920592482947
2024-01-13,25.48226948922844
2024-01-14,25.254598649979876
2024-01-15,26.772404244970318
2024-01-16,26.57846241894376
2024-01-17,26.574967647490325
2024-01-18,26.513667205417317
2024-01-19,26.57813014708928
2024-01-20,26.789268772344197
2024-01-21,26.438720261526875
2024-01-22,25.305506588747967
2024-01-23,24.745750449820772
2024-01-24,25.115021114992505
2024-01-25,25.876641861909203
2024-01-26,26.421316093037507
2024-01-27,25.950495994943548
2024-01-28,25.904337161797084
2024-01-29,26.088972494382947
2024-01-30,25.862794211965262
2024-01-31,25.90895304511173
2024-02-01,26.689037325287018
2024-02-02,26.839053533013033
2024-02-03,27.05830799045875
2024-02-04,27.332953047680224
2024-02-05,27.459889838833007
2024-02-06,27.928401995269645
2024-02-07,28.526158884516388
2024-02-08,28.131500861114095
2024-02-09,28.445630805168545
2024-02-10,28.910905992112486
2024-02-11,28.499825317974565
2024-02-12,29.31122366798913
2024-02-13,28.431243069706813
2024-02-14,30.205512893885793
2024-02-15,29.65524724594935
2024-02-16,29.0883874626508
2024-02-17,29.804029341303302
2024-02-18,29.933469764261236
2024-02-19,30.50442483081429
2024-02-20,31.229640391261622
2024-02-21,30.743711781911752
2024-02-22,30.77996738056288
2024-02-23,30.270731600651565
2024-02-24,30.999779895813447
2024-02-25,32.2425182301495
2024-02-26,32.898744565734965
2024-02-27,33.58677224070871
2024-02-28,35.04466165618304
2024-02-29,34.599132142473
2024-03-01,35.5660171647863
2024-03-02,35.441401492851135
2024-03-03,36.12932558040016
2024-03-04,37.57903158932181
2024-03-05,36.81134518474029
2024-03-06,39.555790415206175
2024-03-07,40.07548852501395
2024-03-08,40.226726165101525
2024-03-09,40.45306468810929
2024-03-10,43.69520012098995
2024-03-11,43.207770208503966
2024-03-12,42.702832442449655
2024-03-13,43.67125404024299
2024-03-14,42.66513906416478
2024-03-15,41.536136622684026
2024-03-16,39.026499902191716
2024-03-17,39.211613305056595
2024-03-18,38.540692164856004
2024-03-19,38.482881126608724
2024-03-20,38.482881126608724
2024-03-21,38.482881126608724
2024-03-22,38.482881126608724
2024-03-23,38.482881126608724
2024-03-24,38.482881126608724
2024-03-25,38.482881126608724
2024-03-26,38.482881126608724
2024-03-27,38.482881126608724
2024-03-28,38.482881126608724
2024-03-29,38.482881126608724
2024-03-30,38.482881126608724
2024-03-31,38.482881126608724
2024-04-01,38.482881126608724
2024-04-02,38.482881126608724
2024-04-03,38.482881126608724
2024-04-04,38.482881126608724
2024-04-05,38.482881126608724
2024-04-06,38.482881126608724
2024-04-07,38.482881126608724
2024-04-08,38.482881126608724
2024-04-09,38.482881126608724
2024-04-10,38.482881126608724
2024-04-11,38.482881126608724
2024-04-12,38.482881126608724
2024-04-13,38.482881126608724
2024-04-14,38.482881126608724
2024-04-15,38.482881126608724
2024-04-16,38.482881126608724
2024-04-17,38.482881126608724
2024-04-18,38.482881126608724
2024-04-19,38.482881126608724
2024-04-20,38.482881126608724
2024-04-21,38.482881126608724
2024-04-22,38.482881126608724
2024-04-23,38.482881126608724
2024-04-24,38.482881126608724
2024-04-25,38.482881126608724
2024-04-26,38.482881126608724
2024-04-27,38.482881126608724
2024-04-28,38.482881126608724
2024-04-29,38.482881126608724
2024-04-30,38.482881126608724
2024-05-01,38.482881126608724
2024-05-02,38.482881126608724
2024-05-03,38.482881126608724
2024-05-04,38.482881126608724
2024-05-05,38.482881126608724
2024-05-06,38.482881126608724
2024-05-07,38.482881126608724
2024-05-08,38.482881126608724
2024-05-09,38.482881126608724
2024-05-10,38.482881126608724
2024-05-11,38.482881126608724
2024-05-12,38.482881126608724
2024-05-13,38.482881126608724
2024-05-14,38.482881126608724
2024-05-15,38.482881126608724
2024-05-16,38.482881126608724
2024-05-17,38.482881126608724
2024-05-18,38.482881126608724
2024-05-19,38.482881126608724
2024-05-20,38.482881126608724
2024-05-21,37.7258717315444
2024-05-22,37.35857654083557
2024-05-23,37.19178775605309
2024-05-24,35.40566988357234
2024-05-25,35.681958123045305
2024-05-26,35.27879496513604
2024-05-27,35.75707037009172
2024-05-28,35.34087824541086
2024-05-29,35.26545308434643
2024-05-30,34.96375244008872
2024-05-31,34.70604980645192
2024-06-01,34.808711831234056
2024-06-02,34.18226396572672
2024-06-03,34.54681891087146
2024-06-04,37.71365476546496
2024-06-05,38.43415772219179
2024-06-06,39.11616052092559
2024-06-07,37.62015438176758
2024-06-08,37.56372415019493
2024-06-09,37.56372415019493
2024-06-10,37.56372415019493
2024-06-11,37.56372415019493
2024-06-12,37.56372415019493
2024-06-13,37.56372415019493
2024-06-14,37.56372415019493
2024-06-15,37.56372415019493
2024-06-16,37.56372415019493
2024-06-17,37.56372415019493
2024-06-18,37.56372415019493
2024-06-19,37.56372415019493
2024-06-20,37.56372415019493
2024-06-21,37.56372415019493
2024-06-22,37.56372415019493
2024-06-23,37.56372415019493
2024-06-24,37.56372415019493
2024-06-25,37.56372415019493
2024-06-26,37.56372415019493
2024-06-27,37.56372415019493
2024-06-28,37.56372415019493
2024-06-29,37.56372415019493
2024-06-30,37.56372415019493
2024-07-01,37.56372415019493
2024-07-02,37.56372415019493
2024-07-03,37.56372415019493
2024-07-04,37.56372415019493
2024-07-05,37.56372415019493
2024-07-06,37.56372415019493
2024-07-07,37.56372415019493
2024-07-08,37.56372415019493
2024-07-09,37.56372415019493
2024-07-10,37.56372415019493
2024-07-11,37.56372415019493
2024-07-12,37.56372415019493
2024-07-13,37.56372415019493
2024-07-14,37.56372415019493
2024-07-15,37.56372415019493
2024-07-16,37.56372415019493
2024-07-17,37.56372415019493
2024-07-18,37.56372415019493
2024-07-19,37.56372415019493
2024-07-20,37.56372415019493
2024-07-21,37.56372415019493
2024-07-22,37.56372415019493
2024-07-23,37.56372415019493
2024-07-24,37.56372415019493
2024-07-25,37.56372415019493
2024-07-26,37.56372415019493
2024-07-27,37.56372415019493
2024-07-28,37.56372415019493
2024-07-29,37.56372415019493
2024-07-30,37.56372415019493
2024-07-31,37.56372415019493
2024-08-01,37.56372415019493
2024-08-02,37.56372415019493
2024-08-03,37.56372415019493
2024-08-04,37.56372415019493
2024-08-05,37.56372415019493
2024-08-06,37.56372415019493
2024-08-07,37.56372415019493
2024-08-08,37.56372415019493
2024-08-09,37.56372415019493
2024-08-10,37.56372415019493
2024-08-11,37.56372415019493
2024-08-12,37.56372415019493
2024-08-13,37.56372415019493
2024-08-14,37.56372415019493
2024-08-15,37.56372415019493
2024-08-16,37.56372415019493
2024-08-17,37.56372415019493
2024-08-18,37.56372415019493
2024-08-19,37.56372415019493
2024-08-20,37.56372415019493
2024-08-21,37.56372415019493
2024-08-22,37.56372415019493
2024-08-23,37.56372415019493
2024-08-24,37.56372415019493
2024-08-25,37.56372415019493
2024-08-26,37.56372415019493
2024-08-27,37.56372415019493
2024-08-28,37.56372415019493
2024-08-29,37.56372415019493
2024-08-30,37.56372415019493
2024-08-31,37.56372415019493
2024-09-01,37.56372415019493
2024-09-02,37.56372415019493
2024-09-03,37.56372415019493
2024-09-04,37.56372415019493
2024-09-05,37.56372415019493
2024-09-06,37.56372415019493
2024-09-07,37.56372415019493
2024-09-08,37.56372415019493
2024-09-09,37.56372415019493
2024-09-10,37.56372415019493
2024-09-11,37.56372415019493
2024-09-12,37.56372415019493
2024-09-13,37.56372415019493
2024-09-14,37.56372415019493
2024-09-15,37.56372415019493
2024-09-16,37.56372415019493
2024-09-17,37.56372415019493
2024-09-18,37.56372415019493
2024-09-19,37.56372415019493
2024-09-20,37.56372415019493
2024-09-21,37.56372415019493
2024-09-22,37.56372415019493
2024-09-23,37.56372415019493
2024-09-24,37.56372415019493
2024-09-25,37.56372415019493
2024-09-26,37.56372415019493
2024-09-27,37.997766607705856
2024-09-28,37.97328351066481
2024-09-29,38.31604686923947
2024-09-30,38.193631384034234
2024-10-01,38.136340936958184
2024-10-02,38.136340936958184
2024-10-03,38.136340936958184
2024-10-04,38.136340936958184
2024-10-05,38.136340936958184
2024-10-06,38.136340936958184
2024-10-07,38.136340936958184
2024-10-08,38.136340936958184
2024-10-09,38.136340936958184
2024-10-10,38.136340936958184
2024-10-11,38.136340936958184
2024-10-12,38.136340936958184
2024-10-13,38.136340936958184
2024-10-14,38.136340936958184
2024-10-15,38.136340936958184
2024-10-16,38.136340936958184
2024-10-17,38.136340936958184
2024-10-18,38.136340936958184
2024-10-19,38.136340936958184
2024-10-20,38.136340936958184
2024-10-21,38.492868267242784
2024-10-22,38.954588278024104
2024-10-23,38.954588278024104
2024-10-24,38.89615639560707
2024-10-25,38.36519786702087
2024-10-26,38.30765007022034
2024-10-27,38.30765007022034
2024-10-28,38.30765007022034
2024-10-29,38.74011591026398
2024-10-30,39.41568016847062
2024-10-31,39.22931761448258
2024-11-01,39.17047363806086
2024-11-02,39.17047363806086
2024-11-03,39.17047363806086
2024-11-04,39.17047363806086
2024-11-05,39.17047363806086
2024-11-06,39.17047363806086
2024-11-07,38.533200163103174
2024-11-08,38.72574582288133
2024-11-09,38.61731954779905
2024-11-10,40.5840227995705
2024-11-11,42.9139286165021
2024-11-12,40.88733558004999
2024-11-13,41.891171793239344
2024-11-14,40.47760107458665
2024-11-15,42.19564751241701
2024-11-16,41.98930932313764
2024-11-17,41.65050493654893
2024-11-18,41.932464490307076
2024-11-19,42.66266542787423
2024-11-20,43.57579394158787
2024-11-21,45.43857111819932
2024-11-22,45.7042595940663
2024-11-23,45.14060515284837
2024-11-24,45.24581202149288
2024-11-25,42.98581929667417
2024-11-26,42.5029279036711
2024-11-27,44.30441759631247
2024-11-28,44.203143737912924
2024-11-29,45.04244165390225
2024-11-30,44.55624117119836
2024-12-01,44.92271571119749
2024-12-02,47.91467264563053
2024-12-03,93.96479241907815
2024-12-04,99.48766784443757
2024-12-05,98.12411285756554
2024-12-06,103.66310133750741
2024-12-07,103.59440512619162
2024-12-08,103.79997529816681
2024-12-09,96.226542039333
2024-12-10,94.05548253076776
2024-12-11,99.33238848376523
2024-12-12,100.62335879452999
2024-12-13,101.2763616485092
2024-12-14,100.3299093182678
2024-12-15,102.63188047481219
2024-12-16,103.33569260206647
2024-12-17,100.91888211868097
2024-12-18,94.97775144663237
2024-12-19,92.37862152030125
2024-12-20,93.59381371679976
2024-12-21,92.82169208380634
2024-12-22,90.81272409523181
2024-12-23,90.52192881242236
2024-12-24,94.1302613159212
2024-12-25,94.86108481506062
2024-12-26,91.39024085554364
2024-12-27,89.9662503199042
2024-12-28,90.92122851620925
2024-12-29,89.43118890764036
2024-12-30,89.30570899466929
2024-12-31,88.6665663351698
2025-01-01,89.36306355222827
2025-01-02,91.62903489219366
2025-01-03,92.47785654443068
2025-01-04,92.52148893652338
2025-01-05,92.6562953189151
2025-01-06,96.30362230205333
2025-01-07,91.32904919502484
2025-01-08,89.54494404339381
2025-01-09,87.18235174513151
2025-01-10,89.2298526108592
2025-01-11,89.41139515529275
2025-01-12,86.65141350353669
2025-01-13,87.29491597545467
2025-01-14,92.28033028746442
2025-01-15,108.7346193005931
2025-01-16,111.19729521490122
2025-01-17,115.60537213518504
2025-01-18,137.9670144333034
2025-01-19,133.2980181865661
2025-01-20,134.5193474525109
2025-01-21,139.6283591456404
2025-01-22,136.42236324521596
2025-01-23,136.69029692416953
2025-01-24,137.9533527037456
2025-01-25,137.7906955974877
2025-01-26,134.99290128738178
2025-01-27,132.49283723218187
2025-01-28,128.1330849933481
2025-01-29,129.6393477511881
2025-01-30,130.48729517621982
2025-01-31,127.62968868607315
2025-02-01,125.39443379646087
2025-02-02,121.73727863466046
2025-02-03,126.25776643598329
2025-02-04,121.81520497477581
2025-02-05,120.38140517351663
2025-02-06,120.30903610038104
2025-02-07,120.24978765982323
2025-02-08,120.17245941122138
2025-02-09,120.19490030321815
2025-02-10,121.40113874382386
2025-02-11,119.34193458326338
2025-02-12,121.94835509797264
2025-02-13,120.3760597306146
2025-02-14,121.48793677472307
2025-02-15,121.57413671410877
2025-02-16,119.7654830567526
2025-02-17,119.3441774264391
2025-02-18,119.20928286966122
2025-02-19,119.03046894535673
2025-02-20,120.89721121520323
2025-02-21,118.28628402580186
2025-02-22,118.74012358487563
2025-02-23,118.37977475360391
2025-02-24,112.5933357481324
2025-02-25,112.42444574451021
2025-02-26,112.42444574451021
2025-02-27,112.42444574451021
2025-02-28,112.42444574451021
2025-03-01,112.42444574451021
2025-03-02,112.42444574451021
2025-03-03,112.42444574451021
2025-03-04,112.42444574451021
2025-03-05,112.42444574451021
2025-03-06,112.42444574451021
2025-03-07,112.42444574451021
2025-03-08,112.42444574451021
2025-03-09,112.42444574451021
2025-03-10,112.42444574451021
2025-03-11,112.42444574451021
2025-03-12,112.42444574451021
2025-03-13,112.42444574451021
2025-03-14,112.42444574451021
2025-03-15,112.42444574451021
2025-03-16,112.42444574451021
2025-03-17,112.42444574451021
2025-03-18,112.42444574451021
2025-03-19,112.42444574451021
2025-03-20,112.42444574451021
2025-03-21,112.42444574451021
2025-03-22,112.42444574451021
2025-03-23,112.42444574451021
2025-03-24,112.42444574451021
2025-03-25,112.42444574451021
2025-03-26,112.42444574451021
2025-03-27,112.42444574451021
2025-03-28,112.42444574451021
2025-03-29,112.42444574451021
2025-03-30,112.42444574451021
2025-03-31,112.42444574451021
2025-04-01,112.42444574451021
2025-04-02,112.42444574451021
2025-04-03,112.42444574451021
2025-04-04,112.42444574451021
2025-04-05,112.42444574451021
2025-04-06,112.42444574451021
2025-04-07,112.42444574451021
2025-04-08,112.42444574451021
2025-04-09,112.42444574451021
2025-04-10,112.42444574451021
2025-04-11,112.42444574451021
2025-04-12,112.42444574451021
2025-04-13,112.42444574451021
2025-04-14,112.42444574451021
2025-04-15,112.42444574451021
2025-04-16,112.42444574451021
2025-04-17,112.42444574451021
2025-04-18,112.42444574451021
2025-04-19,112.42444574451021
2025-04-20,112.42444574451021
2025-04-21,112.42444574451021
2025-04-22,112.42444574451021
2025-04-23,112.42444574451021
2025-04-24,112.42444574451021
2025-04-25,112.42444574451021
2025-04-26,112.42444574451021
2025-04-27,112.42444574451021
2025-04-28,112.42444574451021
2025-04-29,112.42444574451021
2025-04-30,112.42444574451021
2025-05-01,112.42444574451021
2025-05-02,112.42444574451021
2025-05-03,112.42444574451021
2025-05-04,112.42444574451021
2025-05-05,112.42444574451021
2025-05-06,112.42444574451021
2025-05-07,112.42444574451021
2025-05-08,112.42444574451021
2025-05-09,112.42444574451021
2025-05-10,112.42444574451021
2025-05-11,112.42444574451021
2025-05-12,112.42444574451021
2025-05-13,112.42444574451021
2025-05-14,112.42444574451021
2025-05-15,112.42444574451021
2025-05-16,112.42444574451021
2025-05-17,112.42444574451021
2025-05-18,112.42444574451021
2025-05-19,112.42444574451021
2025-05-20,112.42444574451021
2025-05-21,112.42444574451021
2025-05-22,112.42444574451021
2025-05-23,109.36268270841963
2025-05-24,109.19863868435701
2025-05-25,109.8428217746794
2025-05-26,109.94720616221153
2025-05-27,109.4482607946161
2025-05-28,108.2864561278011
2025-05-29,108.12402644360941
2025-05-30,108.12402644360941
2025-05-31,108.12402644360941
2025-06-01,108.12402644360941
2025-06-02,108.12402644360941
2025-06-03,108.12402644360941
2025-06-04,108.12402644360941
2025-06-05,108.12402644360941
2025-06-06,108.12402644360941
2025-06-07,108.12402644360941
2025-06-08,108.12402644360941
2025-06-09,108.12402644360941
2025-06-10,108.12402644360941
2025-06-11,108.12402644360941
2025-06-12,108.12402644360941
2025-06-13,108.12402644360941
2025-06-14,108.12402644360941
2025-06-15,108.12402644360941
2025-06-16,108.12402644360941
2025-06-17,108.12402644360941
2025-06-18,108.12402644360941
2025-06-19,108.12402644360941
2025-06-20,108.12402644360941
2025-06-21,108.12402644360941
2025-06-22,108.12402644360941
2025-06-23,108.12402644360941
2025-06-24,108.12402644360941
2025-06-25,108.12402644360941
2025-06-26,108.12402644360941
2025-06-27,108.12402644360941
2025-06-28,108.12402644360941
2025-06-29,108.12402644360941
2025-06-30,108.12402644360941
2025-07-01,108.12402644360941
2025-07-02,108.12402644360941
2025-07-03,108.12402644360941
2025-07-04,108.12402644360941
2025-07-05,108.12402644360941
2025-07-06,108.12402644360941
2025-07-07,108.12402644360941
2025-07-08,108.12402644360941
2025-07-09,108.12402644360941
2025-07-10,112.60431912411704
2025-07-11,114.07742550254915
2025-07-12,113.97292605425243
2025-07-13,115.5906388585367
2025-07-14,116.86141948016784
2025-07-15,121.68033115410165
2025-07-16,130.73338594927822
2025-07-17,134.82521470789652
2025-07-18,137.5415964795153
2025-07-19,139.29008547426605
2025-07-20,145.6760062472879
2025-07-21,145.89471278821478
2025-07-22,145.26961536982085
2025-07-23,140.6969424432072
2025-07-24,143.74681291198402
2025-07-25,144.44558806579658
2025-07-26,145.07146103930017
2025-07-27,150.15134700763792
2025-07-28,147.31669308179448
2025-07-29,147.11466097572549
2025-07-30,147.74324839211292
2025-07-31,143.41526310260014
2025-08-01,135.26456667752447
2025-08-02,131.6093754456503
2025-08-03,131.41196138248182
2025-08-04,139.6424452466681
2025-08-05,135.55223535429153
2025-08-06,136.56688728735395
2025-08-07,137.0122581026996
2025-08-08,136.76932856705653
2025-08-09,144.9250546977687
2025-08-10,144.58320379350766
2025-08-11,143.65289312370282
2025-08-12,156.1466082615209
2025-08-13,161.54751239869145
2025-08-14,154.66083239106106
2025-08-15,151.00864019300084
2025-08-16,150.41405772469412
2025-08-17,152.12637359738065
2025-08-18,146.70642105161443
2025-08-19,138.63125640767757
2025-08-20,147.49454895725898
2025-08-21,143.72364435562952
2025-08-22,164.3629352191576
2025-08-23,162.53734934535774
2025-08-24,162.59687562221913
2025-08-25,148.85582987154024
2025-08-26,156.49050006670296
2025-08-27,153.29580982509154
2025-08-28,153.44887739416362
2025-08-29,148.31158962595055
2025-08-30,148.77147263347382
2025-08-31,149.38816486175764
2025-09-01,146.75778372479203
2025-09-02,147.37956414856296
2025-09-03,151.16004669080027
2025-09-04,144.64639482544789
2025-09-05,145.38993105823982
2025-09-06,143.10212726503383
2025-09-07,147.52759772751665
2025-09-08,153.07552192604115
2025-09-09,155.29183185070943
2025-09-10,160.19631123239472
2025-09-11,163.5279255062509
2025-09-12,173.1438508245698
2025-09-13,173.28683856164517
2025-09-14,171.41369920595778
2025-09-15,164.94845005920516
2025-09-16,165.95666987247003
2025-09-17,173.7088966073907
2025-09-18,191.5849723552463
2025-09-19,183.74517809007
2025-09-20,180.58748317770733
2025-09-21,179.87972397321224
2025-09-22,184.34405126310432
2025-09-23,188.0761039145849
2025-09-24,188.54074989268054
2025-09-25,175.10304011181898
2025-09-26,177.95422830005734
2025-09-27,178.83725762857878
2025-09-28,183.3725904256854
2025-09-29,190.16450981809504
2025-09-30,186.23487293200267
2025-10-01,189.55696727320574
2025-10-02,201.32371832498234
2025-10-03,219.63863309766288
2025-10-04,212.50139317062008
2025-10-05,215.5723453048173
2025-10-06,225.87840896143453
2025-10-07,240.88046256228716
2025-10-08,241.42891282317507
2025-10-09,231.81718350357409
2025-10-10,203.5858448219105
2025-10-11,199.10028649676255
2025-10-12,204.35643273697602
2025-10-13,204.35643273697602
2025-10-14,200.620136012005
2025-10-15,202.1399855272474
2025-10-16,201.83677554895655
2025-10-17,201.83677554895655
2025-10-18,201.83677554895655
2025-10-19,201.83677554895655
2025-10-20,201.83677554895655
2025-10-21,201.83677554895655
2025-10-22,201.83677554895655
2025-10-23,201.83677554895655
2025-10-24,201.83677554895655
2025-10-25,201.83677554895655
2025-10-26,201.83677554895655
2025-10-27,201.83677554895655
2025-10-28,201.83677554895655
2025-10-29,201.83677554895655
2025-10-30,201.83677554895655
2025-10-31,201.83677554895655
2025-11-01,201.83677554895655
2025-11-02,201.83677554895655
2025-11-03,201.83677554895655
2025-11-04,201.83677554895655
2025-11-05,201.83677554895655
2025-11-06,201.83677554895655
2025-11-07,201.83677554895655
2025-11-08,201.83677554895655
2025-11-09,201.83677554895655
2025-11-10,201.83677554895655
2025-11-11,201.83677554895655
2025-11-12,201.83677554895655
2025-11-13,201.83677554895655
2025-11-14,201.83677554895655
2025-11-15,201.83677554895655
2025-11-16,201.83677554895655
2025-11-17,201.83677554895655
2025-11-18,201.83677554895655
2025-11-19,201.83677554895655
2025-11-20,201.83677554895655
2025-11-21,201.83677554895655
2025-11-22,201.83677554895655
2025-11-23,201.83677554895655
2025-11-24,201.83677554895655
2025-11-25,201.83677554895655
2025-11-26,201.83677554895655
2025-11-27,201.83677554895655
2025-11-28,201.83677554895655
2025-11-29,201.83677554895655
2025-11-30,201.83677554895655
2025-12-01,201.83677554895655
2025-12-02,201.83677554895655
2025-12-03,201.83677554895655
2025-12-04,201.83677554895655
2025-12-05,201.83677554895655
2025-12-06,201.83677554895655
2025-12-07,201.83677554895655
2025-12-08,201.83677554895655
2025-12-09,201.83677554895655
2025-12-10,201.83677554895655
2025-12-11,201.83677554895655
2025-12-12,201.83677554895655
2025-12-13,201.83677554895655
2025-12-14,201.83677554895655
2025-12-15,201.83677554895655
2025-12-16,201.83677554895655
2025-12-17,201.83677554895655
2025-12-18,201.83677554895655
2025-12-19,201.83677554895655
2025-12-20,201.83677554895655
2025-12-21,201.83677554895655
2025-12-22,201.83677554895655
2025-12-23,201.83677554895655
2025-12-24,201.83677554895655
2025-12-25,201.83677554895655
2025-12-26,201.83677554895655
2025-12-27,201.83677554895655
2025-12-28,201.83677554895655
2025-12-29,201.83677554895655
2025-12-30,201.83677554895655
2025-12-31,201.83677554895655
2026-01-01,201.83677554895655
2026-01-02,201.83677554895655
2026-01-03,201.83677554895655
2026-01-04,201.83677554895655
2026-01-05,201.83677554895655
2026-01-06,201.83677554895655
2026-01-07,201.83677554895655
2026-01-08,201.83677554895655
2026-01-09,201.83677554895655
2026-01-10,201.83677554895655
2026-01-11,201.83677554895655
2026-01-12,201.83677554895655
2026-01-13,201.83677554895655
2026-01-14,201.83677554895655
2026-01-15,201.83677554895655
2026-01-16,201.83677554895655
2026-01-17,201.83677554895655
2026-01-18,201.83677554895655
2026-01-19,201.83677554895655
2026-01-20,201.83677554895655
2026-01-21,201.83677554895655
2026-01-22,201.83677554895655
2026-01-23,201.83677554895655
2026-01-24,201.83677554895655
2026-01-25,201.83677554895655
2026-01-26,201.83677554895655
2026-01-27,201.83677554895655
2026-01-28,201.83677554895655
2026-01-29,201.83677554895655
2026-01-30,201.83677554895655
2026-01-31,201.83677554895655
2026-02-01,201.83677554895655
2026-02-02,201.83677554895655
2026-02-03,201.83677554895655
2026-02-04,201.83677554895655
2026-02-05,201.83677554895655
2026-02-06,201.83677554895655
2026-02-07,201.83677554895655
2026-02-08,201.83677554895655
2026-02-09,201.83677554895655
2026-02-10,201.83677554895655
2026-02-11,201.83677554895655
2026-02-12,201.83677554895655
2026-02-13,201.83677554895655
2026-02-14,201.83677554895655
2026-02-15,201.83677554895655
2026-02-16,201.83677554895655
2026-02-17,201.83677554895655
2026-02-18,201.83677554895655
2026-02-19,201.83677554895655
2026-02-20,201.83677554895655
2026-02-21,201.83677554895655
2026-02-22,201.83677554895655
2026-02-23,201.83677554895655
2026-02-24,201.83677554895655
2026-02-25,201.83677554895655
2026-02-26,201.83677554895655
2026-02-27,201.83677554895655
2026-02-28,201.83677554895655
2026-03-01,201.83677554895655
2026-03-02,201.83677554895655
2026-03-03,201.83677554895655
2026-03-04,201.83677554895655
2026-03-05,201.83677554895655
2026-03-06,201.83677554895655
2026-03-07,201.83677554895655
2026-03-08,201.83677554895655
2026-03-09,201.83677554895655
2026-03-10,201.83677554895655
2026-03-11,201.83677554895655
2026-03-12,201.83677554895655
2026-03-13,201.83677554895655
2026-03-14,201.83677554895655
2026-03-15,201.83677554895655
2026-03-16,201.83677554895655
2026-03-17,201.83677554895655
2026-03-18,201.83677554895655
