ts,phase55_phase42_core,phase55_fresh_light,phase55_fresh_medium,phase55_fresh_heavy
2024-05-16,30.252341476346853,25.412335411907296,21.990264463826282,17.4356188615046
2024-05-17,30.252341476346853,25.412335411907296,21.990264463826282,17.4356188615046
2024-05-18,30.252341476346853,25.412335411907296,21.990264463826282,17.4356188615046
2024-05-19,30.252341476346853,25.412335411907296,21.990264463826282,17.4356188615046
2024-05-20,29.657237730217677,24.91244101486232,21.55768674844428,17.09263707582449
2024-05-21,29.368497926786993,24.669896062191942,21.347803336820146,16.92622492664591
2024-05-22,29.23738115164056,24.55975637364076,21.252495257497806,16.850657152178265
2024-05-23,27.83326986336354,23.380285784852152,20.231854306780097,16.0414123774994
2024-05-24,28.05046685905978,23.56273390740184,20.389733635884035,16.16659158181932
2024-05-25,27.733530362449084,23.296503388932944,20.159354199497038,15.983928565056626
2024-05-26,28.109514448018306,23.612334601518413,20.432655011016752,16.2006230387423
2024-05-27,27.782335559457756,23.33750034902604,20.194830434956994,16.0120569270933
2024-05-28,27.723041981076175,23.287693020797146,20.151730251434437,15.977883696753285
2024-05-29,27.485867667549858,23.08846370788158,19.97932951734422,15.841190775393228
2024-05-30,27.28328127474613,22.918288669766202,19.83207055697549,15.72443223839818
2024-05-31,27.363986423098833,22.9860819776333,19.890734695658967,15.77094580191653
2024-06-01,26.87152031376294,22.572404445954454,19.53276372695775,15.487118138814747
2024-06-02,27.158105942607236,22.813139865727425,19.741081280650096,15.652288752124814
2024-06-03,29.647633672028153,24.904373488974493,21.55070561015194,17.08710187788792
2024-06-04,30.214038807077834,25.380160703070402,21.962422459346907,17.413543520880964
2024-06-05,30.750178018880593,25.830524172901647,22.352139171561994,17.722541717301866
2024-06-06,29.57413071557132,24.842630110046013,21.497276706057935,17.04473922192699
2024-06-07,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-08,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-09,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-10,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-11,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-12,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-13,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-14,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-15,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-16,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-17,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-18,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-19,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-20,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-21,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-22,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-23,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-24,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-25,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-26,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-27,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-28,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-29,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-06-30,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-01,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-02,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-03,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-04,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-05,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-06,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-07,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-08,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-09,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-10,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-11,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-12,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-13,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-14,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-15,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-16,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-17,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-18,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-19,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-20,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-21,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-22,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-23,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-24,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-25,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-26,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-27,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-28,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-29,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-30,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-07-31,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-01,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-02,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-03,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-04,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-05,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-06,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-07,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-08,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-09,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-10,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-11,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-12,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-13,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-14,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-15,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-16,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-17,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-18,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-19,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-20,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-21,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-22,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-23,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-24,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-25,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-26,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-27,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-28,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-29,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-30,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-08-31,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-01,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-02,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-03,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-04,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-05,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-06,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-07,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-08,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-09,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-10,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-11,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-12,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-13,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-14,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-15,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-16,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-17,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-18,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-19,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-20,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-21,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-22,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-23,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-24,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-25,29.529769519497965,24.805366164880944,21.46503079099885,17.0191721130941
2024-09-26,29.870980994716078,25.09198796112815,21.713055578898494,17.215825758489654
2024-09-27,29.85173422861123,25.075820443111958,21.6990652080358,17.204733087253512
2024-09-28,30.121188954079035,25.30216569533863,21.894930400113495,17.360030484559477
2024-09-29,30.024955123554818,25.221328105257676,21.824978545800032,17.304567128378775
2024-09-30,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-01,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-02,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-03,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-04,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-05,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-06,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-07,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-08,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-09,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-10,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-11,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-12,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-13,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-14,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-15,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-16,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-17,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-18,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-19,29.979917690869488,25.183496113099793,21.792241077981334,17.27861027768621
2024-10-20,30.260192613787414,25.41893046300972,21.995971413445204,17.440143782002075
2024-10-21,30.623162095897236,25.72382925012915,22.25981197964183,17.649337425851844
2024-10-22,30.623162095897236,25.72382925012915,22.25981197964183,17.649337425851844
2024-10-23,30.57722735275339,25.685243506253958,22.22642226167237,17.622863419713067
2024-10-24,30.159827765032237,25.334622767285538,21.923016744176916,17.38229955690776
2024-10-25,30.11458802338469,25.29662083313461,21.890132219060654,17.3562261075724
2024-10-26,30.11458802338469,25.29662083313461,21.890132219060654,17.3562261075724
2024-10-27,30.11458802338469,25.29662083313461,21.890132219060654,17.3562261075724
2024-10-28,30.454560080747342,25.582201503283095,22.137256080780947,17.55216542752128
2024-10-29,30.98563779712838,26.02831325529464,22.52329361917099,17.85824648428503
2024-10-30,30.839133599506024,25.9052479443949,22.416800505132354,17.773810330695028
2024-10-31,30.792874899106767,25.86639007247831,22.383175304374657,17.747149615198985
2024-11-01,30.792874899106767,25.86639007247831,22.383175304374657,17.747149615198985
2024-11-02,30.792874899106767,25.86639007247831,22.383175304374657,17.747149615198985
2024-11-03,30.792874899106767,25.86639007247831,22.383175304374657,17.747149615198985
2024-11-04,30.792874899106767,25.86639007247831,22.383175304374657,17.747149615198985
2024-11-05,30.792874899106767,25.86639007247831,22.383175304374657,17.747149615198985
2024-11-06,30.29189851132514,25.445563803222218,22.019018259999633,17.458417142613246
2024-11-07,30.443263400825828,25.57271215451877,22.129044584846604,17.545654704849916
2024-11-08,30.35802683322046,25.501112399272024,22.067086581857104,17.496529505499907
2024-11-09,31.904100739679937,26.79983331689967,23.19091939692192,18.38759294222005
2024-11-10,33.73569713574096,28.33839660438389,24.52229697547611,19.443214263128194
2024-11-11,32.14254239323017,27.000127210875643,23.364241353665708,18.525016281674926
2024-11-12,32.93168278549486,27.663014754671007,23.937863264503783,18.979829047771165
2024-11-13,31.820439998320133,26.72955727489788,23.13010685356291,18.339375953754516
2024-11-14,33.17103865382276,27.864076600198327,24.111849759057097,19.117779285298823
2024-11-15,33.00883111688826,27.727820292958707,23.993941972051434,19.024292677240247
2024-11-16,32.742488636889306,27.50408936484312,23.800339054481974,18.87078898988036
2024-11-17,32.96414399254593,27.69028256407683,23.961459141484944,18.998537723077153
2024-11-18,33.53817294939438,28.17247388136662,24.37871770578025,19.32937327558809
2024-11-19,34.25600578310998,28.77546220722309,24.900506535466896,19.74308868021965
2024-11-20,35.72038084005522,30.005555095901443,25.96495289581339,20.587065844207242
2024-11-21,35.92924510029119,30.18100361914472,26.116775204285663,20.707442564075745
2024-11-22,35.48614244967926,29.808791994201258,25.794686268485528,20.45206501127929
2024-11-23,35.56884816252387,29.87826580061494,25.854804606748516,20.499731579103646
2024-11-24,33.79221217156629,28.38586992301386,24.56337745134451,19.47578610968643
2024-11-25,33.41259934400654,28.066990522946483,24.28743892677025,19.257000248716135
2024-11-26,34.82879479903505,29.256611959030746,25.3168637933676,20.073209605819226
2024-11-27,34.749180922494716,29.189735332781268,25.258992894300786,19.603699316680775
2024-11-28,35.40897370337721,29.27454645355132,25.33238319648974,19.66065809658515
2024-11-29,35.02675951883288,28.87072532173632,24.982941347058908,19.389453580491693
2024-11-30,35.31485418851121,29.108186685253756,25.188425734819763,19.548931599619088
2024-12-01,37.66690528793908,31.046859350584363,26.866033240324168,20.85093573125395
2024-12-02,73.86803960087238,60.885560373498926,52.68660093373979,40.89047758337313
2024-12-03,78.20970811445389,64.46417057939729,55.78330903101209,43.29385663591462
2024-12-04,77.13778392694535,63.58063955316447,55.018755887275766,42.70048104076919
2024-12-05,81.49211930992918,67.16969039679879,58.12449866716433,45.110871980212586
2024-12-06,81.43811552481705,67.12517790213116,58.085980305360124,45.0809775823583
2024-12-07,81.59971930441672,67.25837944277805,58.201244686155356,45.170435157824144
2024-12-08,75.64605673064068,62.35108687027013,53.95477698762751,41.87471880569989
2024-12-09,73.93933333322927,60.94432406709526,52.7374514023059,40.92994302445599
2024-12-10,78.08763918131365,64.36355554428064,55.696242998103706,43.22628401585907
2024-12-11,79.10250276568485,65.20005450067598,56.420097495405386,43.78807307742261
2024-12-12,79.61584440605253,65.62317515753537,56.786239961008384,44.07223907061107
2024-12-13,78.87181489871533,65.00991056119013,56.25555868196251,43.66037323451298
2024-12-14,80.6814511696423,66.50149906175047,57.54628718317515,44.66211758525279
2024-12-15,81.23473523220612,66.9575421674961,57.94091870128239,44.968394151948566
2024-12-16,79.33482093560116,65.39154221358574,56.58579912731782,43.916675392720286
2024-12-17,74.66435166239134,61.5419187439082,53.25457290146312,41.3312850107375
2024-12-18,72.62111155741924,59.857782824760775,51.79722576453969,40.20022665097532
2024-12-19,73.57640409819643,60.645180486592814,52.478591036216834,40.729039496629234
2024-12-20,72.9694202493068,60.14487545647432,52.04565798435206,40.393036813999515
2024-12-21,71.39012099139902,58.84314170484474,50.91921804894926,39.5187980870501
2024-12-22,71.16151965132993,58.65471758031883,50.75616745708008,39.392253264388884
2024-12-23,73.99811877957373,60.99277783494705,52.77938029833451,40.96248436424197
2024-12-24,74.5726371474206,61.466323267589225,53.18915724841204,41.28051541757185
2024-12-25,71.84412115276392,59.21735028522291,51.24303502656137,39.770114942370036
2024-12-26,70.72468709060209,59.25014573683142,51.27141418347049,39.79214022505788
2024-12-27,71.47541899141889,61.84332982718519,53.51539542431097,41.53371138356731
2024-12-28,68.54699942472934,59.49507659873405,51.48336221348382,39.95663472681933
2024-12-29,69.59783436862443,60.407144318756096,52.27260924832368,40.56917544142057
2024-12-30,69.29590432840668,60.145085424552576,52.045839677749974,40.39317782764782
2024-12-31,69.8425358391277,60.619531919287056,52.45639635127231,40.71181403036058
2025-01-01,69.68565062215181,60.48336406249503,52.338565103817345,40.620364289870814
2025-01-02,70.53717227152408,61.22243865627815,52.97811457899744,41.11672357315801
2025-01-03,70.39212744828222,61.09654761886665,52.8691762558787,41.032175699875026
2025-01-04,69.98560726341388,60.74371015346845,52.56385252033501,40.795211592442435
2025-01-05,71.9718333122973,62.46764660455238,54.055640577736554,41.952999816378856
2025-01-06,68.03820566508578,59.05347121911141,51.101224211244165,39.66005447420469
2025-01-07,67.64109145321815,58.70879762797261,50.802964987918806,39.428573189223755
2025-01-08,66.6158288713877,57.818925330837274,50.03292450026376,38.830938824115485
2025-01-09,67.3670402228142,58.47093602816962,50.597134260412915,39.26882637314743
2025-01-10,67.70620291576095,58.76531084494709,50.851868033106385,39.466527219993665
2025-01-11,65.61622459215897,56.95132304831226,49.28215510686103,38.248260903977396
2025-01-12,66.10351269301906,57.37426268286413,49.64814092694712,38.532305323371304
2025-01-13,69.87868556043504,60.65090791613961,52.4835471997646,40.73288601340689
2025-01-14,82.33858990285732,71.4654288942508,61.84176526605188,47.995871274898406
2025-01-15,84.2034353722777,73.08401358765958,63.242388423594605,49.082905716506836
2025-01-16,87.54142321951633,75.9812059421576,65.74943962708748,51.02864750322259
2025-01-17,104.47463277671496,90.67831315505914,78.46740785890444,60.899160796406655
2025-01-18,100.93906545058753,87.60963253222731,75.81196130677557,58.838248234401995
2025-01-19,101.86390916836416,88.41234670342016,76.50658053902137,59.37734758113813
2025-01-20,105.73267535631177,91.77022586116922,79.41228162944036,61.63248462160097
2025-01-21,103.30495561651544,89.66309683886904,77.58890240400824,60.21734593316503
2025-01-22,103.5078466686424,89.83919526460313,77.74128709792903,60.33561287011649
2025-01-23,104.46428752002798,90.66933403351932,78.45963788207571,60.89313045742659
2025-01-24,104.34111647429205,90.56242824825803,78.36712822279004,60.8213329969295
2025-01-25,102.22250475877651,88.72358822089865,76.77590971206021,59.58637603082961
2025-01-26,103.81057686999439,90.10194865525978,77.96865764281014,60.51207690468712
2025-01-27,100.99287430246652,87.65633569634969,75.85237533853226,58.86961387633587
2025-01-28,102.01305062501864,88.54179339637786,76.61859570669358,59.464283417224024
2025-01-29,102.68029945878426,89.12092918362546,77.119744023667,59.85322849354272
2025-01-30,100.43165226483815,87.16922541584408,75.43086020748501,58.54247273016823
2025-01-31,98.67273281507758,85.64257876066235,74.10979454602156,57.51718347523658
2025-02-01,95.7949217096073,83.14479485190567,71.94836672615608,55.83968266383597
2025-02-02,99.35208825607273,86.23222242616161,74.62003573139773,57.91318559689513
2025-02-03,95.85624185520436,83.19801741146277,71.99442223979273,55.875426703393934
2025-02-04,94.72798647403167,82.21875295219913,71.14702729988716,55.21775695092594
2025-02-05,94.67103933530002,82.1693259253511,71.10425620567518,55.18456197463035
2025-02-06,94.62441680694792,82.12886010016818,71.06923958153988,55.157385302404876
2025-02-07,94.56356729886105,82.07604602843628,71.02353754802068,55.12191560149399
2025-02-08,94.58122601044089,82.09137283204394,71.03680041659433,55.132209016147634
2025-02-09,95.53041362393863,82.91521618398569,71.74970353597766,55.68549862879358
2025-02-10,93.91002828628885,81.50880962218133,70.5326862199207,54.74096209770499
2025-02-11,95.96101753090795,83.2889570135458,72.07311575094101,55.93650134469813
2025-02-12,94.72378015128447,82.21510209226152,71.14386807133744,55.21530504926776
2025-02-13,95.59871489260334,82.97449797961644,71.80100233802321,55.725312024949766
2025-02-14,95.66654552375789,83.03337128742201,71.85194765995132,55.76485108245889
2025-02-15,94.24331808308057,81.79808708372032,70.78300905643127,54.93523958293913
2025-02-16,93.91179317695203,81.51034145152582,70.53401177036116,54.741990867631515
2025-02-17,93.80564480851044,81.41821042661935,70.454287275537,54.68011607194004
2025-02-18,93.66493634129768,81.29608311097942,70.34860584462369,54.59809589783213
2025-02-19,95.13387364298174,82.5710409941235,71.45187559831353,55.4543520679427
2025-02-20,93.07933810133561,80.78781560933795,69.90878256202106,54.256745653952734
2025-02-21,93.43646391782988,81.09778144279568,70.17700783695159,54.46491735980323
2025-02-22,93.15290584533987,80.8516684198397,69.96403683782579,54.29962892381902
2025-02-23,88.59956378181242,76.89961454259775,66.54417366794495,51.64544672553899
2025-02-24,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-02-25,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-02-26,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-02-27,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-02-28,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-01,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-02,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-03,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-04,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-05,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-06,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-07,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-08,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-09,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-10,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-11,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-12,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-13,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-14,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-15,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-16,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-17,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-18,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-19,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-20,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-21,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-22,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-23,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-24,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-25,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-26,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-27,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-28,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-29,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-30,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-03-31,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-01,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-02,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-03,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-04,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-05,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-06,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-07,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-08,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-09,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-10,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-11,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-12,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-13,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-14,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-15,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-16,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-17,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-18,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-19,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-20,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-21,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-22,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-23,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-24,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-25,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-26,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-27,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-28,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-29,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-04-30,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-05-01,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-05-02,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-05-03,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-05-04,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-05-05,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-05-06,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
2025-05-07,88.46666443613971,76.78426512078386,66.44435740744304,51.567978555450686
